method,metric,mean,ci95,n
active_perception_planner,assumption_diagnosis_accuracy,0.7253472222222223,0.09584027629617999,10
active_perception_planner,unsafe_affordance_rejection_recall,0.20987847222222222,0.10537034643629106,10
active_perception_planner,false_rejection_rate,0.08124999999999999,0.0820388637870355,10
active_perception_planner,calibration_error,0.24079083452754854,0.09002382337730684,10
active_perception_planner,test_informativeness,0.06325499624946343,0.02302109564632694,10
active_perception_planner,assumption_coverage,0.3393229166666667,0.046576122919117016,10
active_perception_planner,counterfactual_test_validity,0.29886868055555554,0.059558109658602996,10
active_perception_planner,task_success,0.5116319444444445,0.09992695326450214,10
active_perception_planner,physical_violation_rate,0.3440972222222222,0.1117320793186465,10
active_perception_planner,damage_spill_collision_rate,0.13506944444444444,0.10202130831754239,10
active_perception_planner,test_query_cost,0.022023151895833336,0.004807347169271867,10
active_perception_planner,human_query_burden,0.0,0.0,10
active_perception_planner,planning_regret_to_oracle,0.22608646095653712,0.030259772902100947,10
active_perception_planner,robust_utility,-0.17663444940268322,0.16867176973890427,10
conformal_risk_filter,assumption_diagnosis_accuracy,0.25538194444444445,0.07695671146282052,10
conformal_risk_filter,unsafe_affordance_rejection_recall,0.31024305555555554,0.1277478694952662,10
conformal_risk_filter,false_rejection_rate,0.14105902777777776,0.11715126077183638,10
conformal_risk_filter,calibration_error,0.12179110945101555,0.06792527805753185,10
conformal_risk_filter,test_informativeness,0.05057717995498987,0.01799101502700749,10
conformal_risk_filter,assumption_coverage,0.5149739583333334,0.039517023261315856,10
conformal_risk_filter,counterfactual_test_validity,0.2579005555555556,0.06484631937836104,10
conformal_risk_filter,task_success,0.5979166666666667,0.11206825886895481,10
conformal_risk_filter,physical_violation_rate,0.1954861111111111,0.08164177218306842,10
conformal_risk_filter,damage_spill_collision_rate,0.030381944444444444,0.03204658798771975,10
conformal_risk_filter,test_query_cost,0.01637774115625,0.005104218358888346,10
conformal_risk_filter,human_query_burden,0.0,0.0,10
conformal_risk_filter,planning_regret_to_oracle,0.18399031183639633,0.024190686551454864,10
conformal_risk_filter,robust_utility,0.2077322998594732,0.10159559241154378,10
direct_vlm_action_policy,assumption_diagnosis_accuracy,0.05815972222222222,0.0474962176879252,10
direct_vlm_action_policy,unsafe_affordance_rejection_recall,0.0,0.0,10
direct_vlm_action_policy,false_rejection_rate,0.0,0.0,10
direct_vlm_action_policy,calibration_error,0.08189720112438843,0.01491471495953015,10
direct_vlm_action_policy,test_informativeness,0.0,0.0,10
