method,split,task,assumption,seed,episodes,assumption_diagnosis_accuracy,unsafe_affordance_rejection_recall,false_rejection_rate,calibration_error,test_informativeness,task_success,physical_violation_rate,damage_spill_collision_rate,test_query_cost,human_query_burden,planning_regret_to_oracle
model_to_model_deliberation,counterintuitive_physics_shift,cluttered_navigation_clearance,mass_or_inertia,1,88,0.488636,0.063492,0.080000,0.048562,0.002554,0.579545,0.318182,0.102273,0.000675,0.000000,0.222461
model_to_model_deliberation,counterintuitive_physics_shift,cluttered_navigation_clearance,mass_or_inertia,2,88,0.465909,0.140351,0.064516,0.004747,0.006029,0.568182,0.397727,0.068182,0.001576,0.000000,0.231559
model_to_model_deliberation,counterintuitive_physics_shift,cluttered_navigation_clearance,mass_or_inertia,3,88,0.500000,0.185185,0.205882,0.053636,0.008588,0.670455,0.284091,0.136364,0.002251,0.000000,0.208299
model_to_model_deliberation,counterintuitive_physics_shift,cluttered_navigation_clearance,mass_or_inertia,4,88,0.545455,0.109375,0.041667,0.097819,0.006873,0.579545,0.420455,0.170455,0.001801,0.000000,0.247382
model_to_model_deliberation,counterintuitive_physics_shift,cluttered_navigation_clearance,mass_or_inertia,5,88,0.511364,0.096154,0.055556,0.054603,0.006054,0.636364,0.272727,0.136364,0.001576,0.000000,0.215671
model_to_model_deliberation,counterintuitive_physics_shift,cluttered_navigation_clearance,mass_or_inertia,6,88,0.636364,0.205882,0.100000,0.188878,0.004288,0.511364,0.352273,0.181818,0.001125,0.000000,0.230019
model_to_model_deliberation,language_goal_ambiguity_shift,stackable_object_placement,support_stability,0,88,0.488636,0.312500,0.100000,0.016515,0.003438,0.590909,0.250000,0.056818,0.000891,0.000000,0.171475
model_to_model_deliberation,language_goal_ambiguity_shift,stackable_object_placement,support_stability,1,88,0.522727,0.212766,0.243902,0.026224,0.004295,0.534091,0.284091,0.011364,0.001114,0.000000,0.181610
model_to_model_deliberation,language_goal_ambiguity_shift,stackable_object_placement,support_stability,2,88,0.522727,0.235294,0.189189,0.014086,0.004253,0.556818,0.397727,0.079545,0.001114,0.000000,0.212786
model_to_model_deliberation,language_goal_ambiguity_shift,stackable_object_placement,support_stability,3,88,0.579545,0.280702,0.290323,0.071166,0.003424,0.590909,0.340909,0.068182,0.000891,0.000000,0.190176
model_to_model_deliberation,language_goal_ambiguity_shift,stackable_object_placement,support_stability,4,88,0.590909,0.280000,0.263158,0.085482,0.006829,0.670455,0.215909,0.056818,0.001782,0.000000,0.162225
model_to_model_deliberation,language_goal_ambiguity_shift,stackable_object_placement,support_stability,5,88,0.613636,0.178571,0.187500,0.105645,0.005960,0.477273,0.397727,0.102273,0.001559,0.000000,0.219686
model_to_model_deliberation,language_goal_ambiguity_shift,stackable_object_placement,support_stability,6,88,0.579545,0.213115,0.333333,0.081756,0.005981,0.647727,0.375000,0.068182,0.001559,0.000000,0.199253
model_to_model_deliberation,language_goal_ambiguity_shift,stackable_object_placement,containment_or_leakage,0,88,0.613636,0.184211,0.320000,0.115493,0.005767,0.636364,0.227273,0.045455,0.001559,0.000000,0.163663
model_to_model_deliberation,language_goal_ambiguity_shift,stackable_object_placement,containment_or_leakage,1,88,0.545455,0.181818,0.250000,0.045647,0.001627,0.727273,0.193182,0.022727,0.000445,0.000000,0.144453
model_to_model_deliberation,language_goal_ambiguity_shift,stackable_object_placement,containment_or_leakage,2,88,0.659091,0.239130,0.214286,0.152547,0.004922,0.647727,0.181818,0.068182,0.001336,0.000000,0.147720
model_to_model_deliberation,language_goal_ambiguity_shift,stackable_object_placement,containment_or_leakage,3,88,0.556818,0.210526,0.280000,0.057871,0.006561,0.659091,0.113636,0.011364,0.001782,0.000000,0.135423
model_to_model_deliberation,language_goal_ambiguity_shift,stackable_object_placement,containment_or_leakage,4,88,0.625000,0.235294,0.297297,0.122704,0.006542,0.727273,0.261364,0.045455,0.001782,0.000000,0.153182
model_to_model_deliberation,language_goal_ambiguity_shift,stackable_object_placement,containment_or_leakage,5,88,0.647727,0.272727,0.250000,0.157127,0.004934,0.625000,0.329545,0.045455,0.001336,0.000000,0.175056
model_to_model_deliberation,language_goal_ambiguity_shift,stackable_object_placement,containment_or_leakage,6,88,0.545455,0.142857,0.152174,0.045720,0.000839,0.556818,0.193182,0.045455,0.000223,0.000000,0.161768
model_to_model_deliberation,language_goal_ambiguity_shift,stackable_object_placement,rigidity_or_deformation,0,88,0.579545,0.173913,0.166667,0.082069,0.002492,0.681818,0.238636,0.056818,0.000668,0.000000,0.155842
model_to_model_deliberation,language_goal_ambiguity_shift,stackable_object_placement,rigidity_or_deformation,1,88,0.522727,0.254545,0.363636,0.025110,0.002461,0.681818,0.250000,0.090909,0.000668,0.000000,0.166488
model_to_model_deliberation,language_goal_ambiguity_shift,stackable_object_placement,rigidity_or_deformation,2,88,0.590909,0.170213,0.292683,0.093484,0.004094,0.636364,0.261364,0.045455,0.001114,0.000000,0.167062
model_to_model_deliberation,language_goal_ambiguity_shift,stackable_object_placement,rigidity_or_deformation,3,88,0.534091,0.116279,0.266667,0.040169,0.003319,0.636364,0.284091,0.056818,0.000891,0.000000,0.177354
model_to_model_deliberation,language_goal_ambiguity_shift,stackable_object_placement,rigidity_or_deformation,4,88,0.602273,0.333333,0.192308,0.109100,0.004952,0.625000,0.250000,0.034091,0.001336,0.000000,0.158663
model_to_model_deliberation,language_goal_ambiguity_shift,stackable_object_placement,rigidity_or_deformation,5,88,0.500000,0.264151,0.171429,0.021238,0.003276,0.613636,0.295455,0.090909,0.000891,0.000000,0.172446
model_to_model_deliberation,language_goal_ambiguity_shift,stackable_object_placement,rigidity_or_deformation,6,88,0.670455,0.304348,0.333333,0.173400,0.004129,0.681818,0.238636,0.045455,0.001114,0.000000,0.157226
model_to_model_deliberation,language_goal_ambiguity_shift,stackable_object_placement,tool_reach_and_contact,0,88,0.568182,0.239130,0.333333,0.067023,0.008217,0.590909,0.215909,0.045455,0.002227,0.000000,0.160568
model_to_model_deliberation,language_goal_ambiguity_shift,stackable_object_placement,tool_reach_and_contact,1,88,0.556818,0.309524,0.152174,0.063046,0.004925,0.625000,0.215909,0.068182,0.001336,0.000000,0.154575
model_to_model_deliberation,language_goal_ambiguity_shift,stackable_object_placement,tool_reach_and_contact,2,88,0.545455,0.239130,0.238095,0.060540,0.004100,0.659091,0.284091,0.045455,0.001114,0.000000,0.164730
model_to_model_deliberation,language_goal_ambiguity_shift,stackable_object_placement,tool_reach_and_contact,3,88,0.568182,0.291667,0.225000,0.073036,0.004128,0.750000,0.181818,0.045455,0.001114,0.000000,0.136293
model_to_model_deliberation,language_goal_ambiguity_shift,stackable_object_placement,tool_reach_and_contact,4,88,0.625000,0.346154,0.166667,0.121688,0.001651,0.761364,0.204545,0.079545,0.000445,0.000000,0.137734
model_to_model_deliberation,language_goal_ambiguity_shift,stackable_object_placement,tool_reach_and_contact,5,88,0.568182,0.245283,0.142857,0.069155,0.004934,0.545455,0.159091,0.045455,0.001336,0.000000,0.144789
model_to_model_deliberation,language_goal_ambiguity_shift,stackable_object_placement,tool_reach_and_contact,6,88,0.590909,0.170732,0.276596,0.087331,0.004924,0.693182,0.193182,0.056818,0.001336,0.000000,0.154406
model_to_model_deliberation,language_goal_ambiguity_shift,stackable_object_placement,articulation_direction,0,88,0.545455,0.250000,0.211538,0.044756,0.005722,0.534091,0.204545,0.068182,0.001559,0.000000,0.169320
model_to_model_deliberation,language_goal_ambiguity_shift,stackable_object_placement,articulation_direction,1,88,0.511364,0.317073,0.212766,0.026333,0.005758,0.659091,0.204545,0.079545,0.001559,0.000000,0.154887
model_to_model_deliberation,language_goal_ambiguity_shift,stackable_object_placement,articulation_direction,2,88,0.500000,0.179487,0.285714,0.003467,0.006601,0.625000,0.181818,0.068182,0.001782,0.000000,0.163989
model_to_model_deliberation,language_goal_ambiguity_shift,stackable_object_placement,articulation_direction,3,88,0.522727,0.208333,0.125000,0.034225,0.006554,0.625000,0.181818,0.045455,0.001782,0.000000,0.151551
model_to_model_deliberation,language_goal_ambiguity_shift,stackable_object_placement,articulation_direction,4,88,0.556818,0.212766,0.243902,0.070034,0.002466,0.704545,0.170455,0.056818,0.000668,0.000000,0.147896
model_to_model_deliberation,language_goal_ambiguity_shift,stackable_object_placement,articulation_direction,5,88,0.613636,0.333333,0.367347,0.122977,0.007384,0.579545,0.227273,0.079545,0.002004,0.000000,0.173285
model_to_model_deliberation,language_goal_ambiguity_shift,stackable_object_placement,articulation_direction,6,88,0.613636,0.170213,0.365854,0.128692,0.004094,0.647727,0.227273,0.034091,0.001114,0.000000,0.162774
model_to_model_deliberation,language_goal_ambiguity_shift,stackable_object_placement,clearance_and_collision,0,88,0.590909,0.447368,0.200000,0.094520,0.004111,0.647727,0.147727,0.022727,0.001114,0.000000,0.133063
model_to_model_deliberation,language_goal_ambiguity_shift,stackable_object_placement,clearance_and_collision,1,88,0.659091,0.148936,0.170732,0.155889,0.002478,0.590909,0.272727,0.022727,0.000668,0.000000,0.168156
model_to_model_deliberation,language_goal_ambiguity_shift,stackable_object_placement,clearance_and_collision,2,88,0.636364,0.307692,0.194444,0.128991,0.004130,0.636364,0.170455,0.056818,0.001114,0.000000,0.139027
model_to_model_deliberation,language_goal_ambiguity_shift,stackable_object_placement,clearance_and_collision,3,88,0.590909,0.230769,0.194444,0.100060,0.004941,0.602273,0.250000,0.079545,0.001336,0.000000,0.164784
model_to_model_deliberation,language_goal_ambiguity_shift,stackable_object_placement,clearance_and_collision,4,88,0.590909,0.200000,0.232558,0.101881,0.005752,0.590909,0.181818,0.011364,0.001559,0.000000,0.150331
model_to_model_deliberation,language_goal_ambiguity_shift,stackable_object_placement,clearance_and_collision,5,88,0.522727,0.204545,0.181818,0.030918,0.004918,0.659091,0.227273,0.068182,0.001336,0.000000,0.162246
model_to_model_deliberation,language_goal_ambiguity_shift,stackable_object_placement,clearance_and_collision,6,88,0.511364,0.222222,0.139535,0.014474,0.004113,0.647727,0.215909,0.045455,0.001114,0.000000,0.153309
model_to_model_deliberation,language_goal_ambiguity_shift,stackable_object_placement,mass_or_inertia,0,88,0.590909,0.204545,0.204545,0.093937,0.004163,0.670455,0.261364,0.034091,0.001114,0.000000,0.162052
model_to_model_deliberation,language_goal_ambiguity_shift,stackable_object_placement,mass_or_inertia,1,88,0.511364,0.170213,0.317073,0.015845,0.006662,0.579545,0.318182,0.011364,0.001782,0.000000,0.185406
model_to_model_deliberation,language_goal_ambiguity_shift,stackable_object_placement,mass_or_inertia,2,88,0.681818,0.318182,0.340909,0.192513,0.004992,0.670455,0.204545,0.045455,0.001336,0.000000,0.153379
model_to_model_deliberation,language_goal_ambiguity_shift,stackable_object_placement,mass_or_inertia,3,88,0.534091,0.125000,0.225000,0.049174,0.002491,0.568182,0.272727,0.034091,0.000668,0.000000,0.179079
model_to_model_deliberation,language_goal_ambiguity_shift,stackable_object_placement,mass_or_inertia,4,88,0.556818,0.250000,0.227273,0.060952,0.003316,0.556818,0.215909,0.034091,0.000891,0.000000,0.163804
model_to_model_deliberation,language_goal_ambiguity_shift,stackable_object_placement,mass_or_inertia,5,88,0.545455,0.282609,0.261905,0.051150,0.004161,0.613636,0.261364,0.079545,0.001114,0.000000,0.173646
model_to_model_deliberation,language_goal_ambiguity_shift,stackable_object_placement,mass_or_inertia,6,88,0.579545,0.238095,0.173913,0.069219,0.007515,0.579545,0.306818,0.056818,0.002004,0.000000,0.179311
model_to_model_deliberation,language_goal_ambiguity_shift,container_liquid_transfer,support_stability,0,88,0.488636,0.180000,0.184211,0.010759,0.003323,0.465909,0.306818,0.147727,0.000913,0.000000,0.225583
model_to_model_deliberation,language_goal_ambiguity_shift,container_liquid_transfer,support_stability,1,88,0.602273,0.203704,0.294118,0.104813,0.004168,0.545455,0.352273,0.079545,0.001142,0.000000,0.211465
model_to_model_deliberation,language_goal_ambiguity_shift,container_liquid_transfer,support_stability,2,88,0.534091,0.207547,0.257143,0.027165,0.005048,0.602273,0.181818,0.056818,0.001370,0.000000,0.169625
model_to_model_deliberation,language_goal_ambiguity_shift,container_liquid_transfer,support_stability,3,88,0.488636,0.139535,0.177778,0.008601,0.005860,0.681818,0.272727,0.034091,0.001599,0.000000,0.185699
model_to_model_deliberation,language_goal_ambiguity_shift,container_liquid_transfer,support_stability,4,88,0.579545,0.314815,0.294118,0.079466,0.006706,0.590909,0.261364,0.034091,0.001827,0.000000,0.178158
model_to_model_deliberation,language_goal_ambiguity_shift,container_liquid_transfer,support_stability,5,88,0.522727,0.218182,0.181818,0.026188,0.005851,0.522727,0.306818,0.102273,0.001599,0.000000,0.202057
model_to_model_deliberation,language_goal_ambiguity_shift,container_liquid_transfer,support_stability,6,88,0.647727,0.259259,0.264706,0.158667,0.005010,0.625000,0.272727,0.079545,0.001370,0.000000,0.185932
model_to_model_deliberation,language_goal_ambiguity_shift,container_liquid_transfer,containment_or_leakage,0,88,0.590909,0.213115,0.111111,0.085990,0.003500,0.602273,0.329545,0.113636,0.000913,0.000000,0.211596
model_to_model_deliberation,language_goal_ambiguity_shift,container_liquid_transfer,containment_or_leakage,1,88,0.568182,0.189189,0.285714,0.063997,0.003508,0.522727,0.409091,0.136364,0.000913,0.000000,0.242229
model_to_model_deliberation,language_goal_ambiguity_shift,container_liquid_transfer,containment_or_leakage,2,88,0.590909,0.190476,0.320000,0.098528,0.006980,0.590909,0.272727,0.102273,0.001827,0.000000,0.209580
model_to_model_deliberation,language_goal_ambiguity_shift,container_liquid_transfer,containment_or_leakage,3,88,0.454545,0.196429,0.281250,0.055397,0.005246,0.556818,0.431818,0.113636,0.001370,0.000000,0.244763
model_to_model_deliberation,language_goal_ambiguity_shift,container_liquid_transfer,containment_or_leakage,4,88,0.579545,0.254237,0.310345,0.072162,0.004392,0.545455,0.261364,0.090909,0.001142,0.000000,0.204591
model_to_model_deliberation,language_goal_ambiguity_shift,container_liquid_transfer,containment_or_leakage,5,88,0.670455,0.313433,0.333333,0.167480,0.006097,0.545455,0.363636,0.068182,0.001599,0.000000,0.211637
model_to_model_deliberation,language_goal_ambiguity_shift,container_liquid_transfer,containment_or_leakage,6,88,0.613636,0.192982,0.354839,0.107452,0.004411,0.522727,0.340909,0.090909,0.001142,0.000000,0.231466
model_to_model_deliberation,language_goal_ambiguity_shift,container_liquid_transfer,rigidity_or_deformation,0,88,0.545455,0.267857,0.281250,0.047935,0.005868,0.590909,0.318182,0.045455,0.001599,0.000000,0.190373
model_to_model_deliberation,language_goal_ambiguity_shift,container_liquid_transfer,rigidity_or_deformation,1,88,0.500000,0.102041,0.205128,0.001588,0.005068,0.568182,0.352273,0.113636,0.001370,0.000000,0.222996
model_to_model_deliberation,language_goal_ambiguity_shift,container_liquid_transfer,rigidity_or_deformation,2,88,0.534091,0.340000,0.157895,0.040328,0.008395,0.636364,0.238636,0.056818,0.002284,0.000000,0.171398
model_to_model_deliberation,language_goal_ambiguity_shift,container_liquid_transfer,rigidity_or_deformation,3,88,0.568182,0.220000,0.263158,0.089644,0.005034,0.636364,0.340909,0.079545,0.001370,0.000000,0.201198
model_to_model_deliberation,language_goal_ambiguity_shift,container_liquid_transfer,rigidity_or_deformation,4,88,0.534091,0.207547,0.257143,0.046845,0.007525,0.568182,0.284091,0.056818,0.002055,0.000000,0.196530
model_to_model_deliberation,language_goal_ambiguity_shift,container_liquid_transfer,rigidity_or_deformation,5,88,0.579545,0.340426,0.243902,0.078631,0.005056,0.590909,0.284091,0.045455,0.001370,0.000000,0.182196
model_to_model_deliberation,language_goal_ambiguity_shift,container_liquid_transfer,rigidity_or_deformation,6,88,0.545455,0.206897,0.200000,0.052270,0.004186,0.625000,0.238636,0.068182,0.001142,0.000000,0.177329
model_to_model_deliberation,language_goal_ambiguity_shift,container_liquid_transfer,tool_reach_and_contact,0,88,0.613636,0.188406,0.315789,0.107062,0.004204,0.590909,0.306818,0.113636,0.001142,0.000000,0.199039
model_to_model_deliberation,language_goal_ambiguity_shift,container_liquid_transfer,tool_reach_and_contact,1,88,0.511364,0.145833,0.200000,0.013408,0.004167,0.545455,0.215909,0.090909,0.001142,0.000000,0.190276
model_to_model_deliberation,language_goal_ambiguity_shift,container_liquid_transfer,tool_reach_and_contact,2,88,0.511364,0.297872,0.219512,0.018106,0.003379,0.579545,0.306818,0.079545,0.000913,0.000000,0.199448
model_to_model_deliberation,language_goal_ambiguity_shift,container_liquid_transfer,tool_reach_and_contact,3,88,0.590909,0.350877,0.096774,0.100039,0.006713,0.704545,0.250000,0.056818,0.001827,0.000000,0.157301
model_to_model_deliberation,language_goal_ambiguity_shift,container_liquid_transfer,tool_reach_and_contact,4,88,0.602273,0.211538,0.305556,0.105435,0.006722,0.636364,0.250000,0.068182,0.001827,0.000000,0.183303
model_to_model_deliberation,language_goal_ambiguity_shift,container_liquid_transfer,tool_reach_and_contact,5,88,0.636364,0.200000,0.184211,0.151318,0.008357,0.613636,0.318182,0.113636,0.002284,0.000000,0.198937
model_to_model_deliberation,language_goal_ambiguity_shift,container_liquid_transfer,tool_reach_and_contact,6,88,0.511364,0.218182,0.242424,0.021646,0.003365,0.602273,0.215909,0.090909,0.000913,0.000000,0.180596
model_to_model_deliberation,language_goal_ambiguity_shift,container_liquid_transfer,articulation_direction,0,88,0.534091,0.183673,0.230769,0.045799,0.003349,0.556818,0.295455,0.056818,0.000913,0.000000,0.196351
model_to_model_deliberation,language_goal_ambiguity_shift,container_liquid_transfer,articulation_direction,1,88,0.590909,0.145455,0.242424,0.090823,0.005048,0.590909,0.329545,0.068182,0.001370,0.000000,0.201418
model_to_model_deliberation,language_goal_ambiguity_shift,container_liquid_transfer,articulation_direction,2,88,0.659091,0.187500,0.300000,0.167665,0.002515,0.488636,0.318182,0.034091,0.000685,0.000000,0.202203
model_to_model_deliberation,language_goal_ambiguity_shift,container_liquid_transfer,articulation_direction,3,88,0.568182,0.250000,0.250000,0.061752,0.003361,0.477273,0.318182,0.136364,0.000913,0.000000,0.215499
model_to_model_deliberation,language_goal_ambiguity_shift,container_liquid_transfer,articulation_direction,4,88,0.602273,0.163265,0.282051,0.110908,0.003345,0.568182,0.227273,0.113636,0.000913,0.000000,0.194517
model_to_model_deliberation,language_goal_ambiguity_shift,container_liquid_transfer,articulation_direction,5,88,0.545455,0.120000,0.236842,0.050101,0.005083,0.613636,0.227273,0.056818,0.001370,0.000000,0.186091
model_to_model_deliberation,language_goal_ambiguity_shift,container_liquid_transfer,articulation_direction,6,88,0.534091,0.288889,0.255814,0.034054,0.004206,0.568182,0.318182,0.056818,0.001142,0.000000,0.198848
model_to_model_deliberation,language_goal_ambiguity_shift,container_liquid_transfer,clearance_and_collision,0,88,0.590909,0.183673,0.333333,0.095441,0.000852,0.511364,0.306818,0.056818,0.000228,0.000000,0.207837
model_to_model_deliberation,language_goal_ambiguity_shift,container_liquid_transfer,clearance_and_collision,1,88,0.568182,0.166667,0.250000,0.072177,0.005037,0.625000,0.250000,0.045455,0.001370,0.000000,0.182904
model_to_model_deliberation,language_goal_ambiguity_shift,container_liquid_transfer,clearance_and_collision,2,88,0.613636,0.224490,0.333333,0.123722,0.007557,0.602273,0.295455,0.045455,0.002055,0.000000,0.192275
model_to_model_deliberation,language_goal_ambiguity_shift,container_liquid_transfer,clearance_and_collision,3,88,0.522727,0.192982,0.225806,0.027844,0.004185,0.488636,0.272727,0.136364,0.001142,0.000000,0.208797
model_to_model_deliberation,language_goal_ambiguity_shift,container_liquid_transfer,clearance_and_collision,4,88,0.590909,0.117647,0.243243,0.097997,0.002525,0.534091,0.272727,0.068182,0.000685,0.000000,0.200362
model_to_model_deliberation,language_goal_ambiguity_shift,container_liquid_transfer,clearance_and_collision,5,88,0.602273,0.333333,0.216216,0.106258,0.001651,0.636364,0.306818,0.125000,0.000457,0.000000,0.193732
model_to_model_deliberation,language_goal_ambiguity_shift,container_liquid_transfer,clearance_and_collision,6,88,0.590909,0.207547,0.314286,0.079113,0.003368,0.500000,0.386364,0.056818,0.000913,0.000000,0.220551
model_to_model_deliberation,language_goal_ambiguity_shift,container_liquid_transfer,mass_or_inertia,0,88,0.568182,0.136364,0.318182,0.081626,0.004281,0.556818,0.329545,0.113636,0.001142,0.000000,0.216424
model_to_model_deliberation,language_goal_ambiguity_shift,container_liquid_transfer,mass_or_inertia,1,88,0.522727,0.175439,0.225806,0.040988,0.002555,0.488636,0.272727,0.113636,0.000685,0.000000,0.211047
model_to_model_deliberation,language_goal_ambiguity_shift,container_liquid_transfer,mass_or_inertia,2,88,0.488636,0.178571,0.218750,0.002226,0.004241,0.556818,0.340909,0.113636,0.001142,0.000000,0.217090
model_to_model_deliberation,language_goal_ambiguity_shift,container_liquid_transfer,mass_or_inertia,3,88,0.522727,0.113208,0.285714,0.023523,0.003414,0.522727,0.193182,0.113636,0.000913,0.000000,0.203456
model_to_model_deliberation,language_goal_ambiguity_shift,container_liquid_transfer,mass_or_inertia,4,88,0.579545,0.266667,0.285714,0.095295,0.005081,0.636364,0.329545,0.090909,0.001370,0.000000,0.197329
model_to_model_deliberation,language_goal_ambiguity_shift,container_liquid_transfer,mass_or_inertia,5,88,0.534091,0.187500,0.175000,0.041840,0.005976,0.534091,0.363636,0.079545,0.001599,0.000000,0.218415
model_to_model_deliberation,language_goal_ambiguity_shift,container_liquid_transfer,mass_or_inertia,6,88,0.511364,0.169811,0.228571,0.022642,0.000850,0.613636,0.227273,0.090909,0.000228,0.000000,0.188975
model_to_model_deliberation,language_goal_ambiguity_shift,tool_use_reachability,support_stability,0,88,0.659091,0.173077,0.333333,0.157157,0.000854,0.534091,0.318182,0.079545,0.000225,0.000000,0.194651
model_to_model_deliberation,language_goal_ambiguity_shift,tool_use_reachability,support_stability,1,88,0.522727,0.215686,0.189189,0.014225,0.001679,0.613636,0.340909,0.068182,0.000450,0.000000,0.188098
model_to_model_deliberation,language_goal_ambiguity_shift,tool_use_reachability,support_stability,2,88,0.568182,0.162791,0.200000,0.073857,0.004181,0.590909,0.284091,0.022727,0.001126,0.000000,0.176552
model_to_model_deliberation,language_goal_ambiguity_shift,tool_use_reachability,support_stability,3,88,0.659091,0.217391,0.333333,0.159064,0.001672,0.670455,0.272727,0.068182,0.000450,0.000000,0.176798
model_to_model_deliberation,language_goal_ambiguity_shift,tool_use_reachability,support_stability,4,88,0.545455,0.346154,0.250000,0.037920,0.004188,0.613636,0.193182,0.056818,0.001126,0.000000,0.153438
model_to_model_deliberation,language_goal_ambiguity_shift,tool_use_reachability,support_stability,5,88,0.636364,0.309091,0.272727,0.137215,0.002477,0.636364,0.284091,0.056818,0.000675,0.000000,0.167035
model_to_model_deliberation,language_goal_ambiguity_shift,tool_use_reachability,support_stability,6,88,0.613636,0.363636,0.151515,0.121348,0.005042,0.659091,0.340909,0.079545,0.001351,0.000000,0.172268
model_to_model_deliberation,language_goal_ambiguity_shift,tool_use_reachability,containment_or_leakage,0,88,0.534091,0.260870,0.190476,0.042249,0.003330,0.647727,0.227273,0.045455,0.000901,0.000000,0.159030
model_to_model_deliberation,language_goal_ambiguity_shift,tool_use_reachability,containment_or_leakage,1,88,0.534091,0.159091,0.159091,0.033758,0.003342,0.625000,0.170455,0.079545,0.000901,0.000000,0.161167
model_to_model_deliberation,language_goal_ambiguity_shift,tool_use_reachability,containment_or_leakage,2,88,0.534091,0.191489,0.243902,0.021265,0.003352,0.522727,0.215909,0.034091,0.000901,0.000000,0.170174
model_to_model_deliberation,language_goal_ambiguity_shift,tool_use_reachability,containment_or_leakage,3,88,0.579545,0.196078,0.297297,0.078319,0.005864,0.647727,0.227273,0.056818,0.001576,0.000000,0.165574
model_to_model_deliberation,language_goal_ambiguity_shift,tool_use_reachability,containment_or_leakage,4,88,0.522727,0.295455,0.204545,0.033048,0.005864,0.556818,0.272727,0.068182,0.001576,0.000000,0.178182
model_to_model_deliberation,language_goal_ambiguity_shift,tool_use_reachability,containment_or_leakage,5,88,0.693182,0.320000,0.315789,0.189541,0.007534,0.670455,0.340909,0.056818,0.002026,0.000000,0.176484
model_to_model_deliberation,language_goal_ambiguity_shift,tool_use_reachability,containment_or_leakage,6,88,0.579545,0.220000,0.131579,0.084927,0.003329,0.647727,0.227273,0.034091,0.000901,0.000000,0.157212
model_to_model_deliberation,language_goal_ambiguity_shift,tool_use_reachability,rigidity_or_deformation,0,88,0.590909,0.258621,0.366667,0.098243,0.005052,0.715909,0.272727,0.034091,0.001351,0.000000,0.158496
model_to_model_deliberation,language_goal_ambiguity_shift,tool_use_reachability,rigidity_or_deformation,1,88,0.647727,0.212766,0.317073,0.146489,0.002537,0.556818,0.295455,0.056818,0.000675,0.000000,0.187627
model_to_model_deliberation,language_goal_ambiguity_shift,tool_use_reachability,rigidity_or_deformation,2,88,0.590909,0.180000,0.315789,0.098232,0.005886,0.625000,0.363636,0.056818,0.001576,0.000000,0.194098
model_to_model_deliberation,language_goal_ambiguity_shift,tool_use_reachability,rigidity_or_deformation,3,88,0.522727,0.220339,0.241379,0.028726,0.003363,0.681818,0.306818,0.102273,0.000901,0.000000,0.181123
model_to_model_deliberation,language_goal_ambiguity_shift,tool_use_reachability,rigidity_or_deformation,4,88,0.534091,0.232143,0.343750,0.043156,0.005061,0.579545,0.238636,0.079545,0.001351,0.000000,0.178147
model_to_model_deliberation,language_goal_ambiguity_shift,tool_use_reachability,rigidity_or_deformation,5,88,0.670455,0.352941,0.243243,0.183336,0.008384,0.647727,0.284091,0.045455,0.002251,0.000000,0.162604
model_to_model_deliberation,language_goal_ambiguity_shift,tool_use_reachability,rigidity_or_deformation,6,88,0.522727,0.173077,0.333333,0.025585,0.004218,0.659091,0.386364,0.079545,0.001126,0.000000,0.204081
model_to_model_deliberation,language_goal_ambiguity_shift,tool_use_reachability,tool_reach_and_contact,0,88,0.545455,0.271186,0.206897,0.024021,0.005258,0.590909,0.306818,0.056818,0.001351,0.000000,0.191336
model_to_model_deliberation,language_goal_ambiguity_shift,tool_use_reachability,tool_reach_and_contact,1,88,0.602273,0.269841,0.280000,0.085985,0.004346,0.568182,0.420455,0.045455,0.001126,0.000000,0.206288
model_to_model_deliberation,language_goal_ambiguity_shift,tool_use_reachability,tool_reach_and_contact,2,88,0.545455,0.237288,0.068966,0.028038,0.005236,0.590909,0.397727,0.090909,0.001351,0.000000,0.208971
model_to_model_deliberation,language_goal_ambiguity_shift,tool_use_reachability,tool_reach_and_contact,3,88,0.534091,0.237288,0.275862,0.025904,0.002613,0.681818,0.340909,0.056818,0.000675,0.000000,0.192817
model_to_model_deliberation,language_goal_ambiguity_shift,tool_use_reachability,tool_reach_and_contact,4,88,0.602273,0.258065,0.192308,0.088985,0.006101,0.647727,0.295455,0.125000,0.001576,0.000000,0.189155
model_to_model_deliberation,language_goal_ambiguity_shift,tool_use_reachability,tool_reach_and_contact,5,88,0.625000,0.295082,0.259259,0.116935,0.002628,0.647727,0.363636,0.022727,0.000675,0.000000,0.182172
model_to_model_deliberation,language_goal_ambiguity_shift,tool_use_reachability,tool_reach_and_contact,6,88,0.511364,0.357143,0.187500,0.000917,0.005221,0.556818,0.227273,0.022727,0.001351,0.000000,0.170810
model_to_model_deliberation,language_goal_ambiguity_shift,tool_use_reachability,articulation_direction,0,88,0.579545,0.226415,0.285714,0.079318,0.004187,0.681818,0.250000,0.079545,0.001126,0.000000,0.168418
model_to_model_deliberation,language_goal_ambiguity_shift,tool_use_reachability,articulation_direction,1,88,0.579545,0.240000,0.184211,0.082048,0.005017,0.590909,0.329545,0.045455,0.001351,0.000000,0.181878
model_to_model_deliberation,language_goal_ambiguity_shift,tool_use_reachability,articulation_direction,2,88,0.625000,0.314815,0.088235,0.149752,0.003334,0.613636,0.272727,0.068182,0.000901,0.000000,0.160117
