split,budget,comparison,metric,mean,ci95,lower95,upper95,n
low_signal_common_sense_stress,0.05,risk_bounded_executable_common_sense_tests_v5_minus_human_oracle_query_policy,accepted_success,0.15022779478473386,0.14030993602867337,0.009917858756060494,0.2905377308134072,10
low_signal_common_sense_stress,0.05,risk_bounded_executable_common_sense_tests_v5_minus_human_oracle_query_policy,accepted_safety_violation,-0.11677250620531882,0.2602793804648644,-0.3770518866701832,0.14350687425954556,10
low_signal_common_sense_stress,0.05,risk_bounded_executable_common_sense_tests_v5_minus_human_oracle_query_policy,accepted_damage,0.005555555555555555,0.010888888888888887,-0.005333333333333332,0.016444444444444442,10
low_signal_common_sense_stress,0.05,risk_bounded_executable_common_sense_tests_v5_minus_human_oracle_query_policy,accepted_regret,-0.058892588464119475,0.044055107200969605,-0.10294769566508907,-0.01483748126314987,10
low_signal_common_sense_stress,0.05,risk_bounded_executable_common_sense_tests_v5_minus_human_oracle_query_policy,accepted_utility,0.3657057832093232,0.4180786167814084,-0.05237283357208522,0.7837843999907316,10
low_signal_common_sense_stress,0.05,risk_bounded_executable_common_sense_tests_v5_minus_active_perception_planner,coverage,0.2795138888888889,0.1177238718393909,0.161790017049498,0.39723776072827977,10
low_signal_common_sense_stress,0.05,risk_bounded_executable_common_sense_tests_v5_minus_active_perception_planner,accepted_success,0.4492384509429964,0.3500139471867451,0.0992245037562513,0.7992523981297415,10
low_signal_common_sense_stress,0.05,risk_bounded_executable_common_sense_tests_v5_minus_active_perception_planner,accepted_safety_violation,0.06832209758462847,0.13798391966734247,-0.069661822082714,0.20630601725197095,10
low_signal_common_sense_stress,0.05,risk_bounded_executable_common_sense_tests_v5_minus_active_perception_planner,accepted_damage,-0.011393596986817325,0.03609077224401721,-0.04748436923083453,0.024697175257199885,10
low_signal_common_sense_stress,0.05,risk_bounded_executable_common_sense_tests_v5_minus_active_perception_planner,accepted_regret,0.021017568884728197,0.017841880744268325,0.0031756881404598723,0.038859449628996526,10
low_signal_common_sense_stress,0.05,risk_bounded_executable_common_sense_tests_v5_minus_active_perception_planner,accepted_utility,0.35712283251782057,0.3481959546050238,0.008926877912796782,0.7053187871228443,10
low_signal_common_sense_stress,0.05,risk_bounded_executable_common_sense_tests_v5_minus_conformal_risk_filter,coverage,-0.10833333333333334,0.1831519302215943,-0.29148526355492765,0.07481859688826095,10
low_signal_common_sense_stress,0.05,risk_bounded_executable_common_sense_tests_v5_minus_conformal_risk_filter,accepted_success,0.12573912790210287,0.13536909324757743,-0.009629965345474556,0.2611082211496803,10
low_signal_common_sense_stress,0.05,risk_bounded_executable_common_sense_tests_v5_minus_conformal_risk_filter,accepted_safety_violation,-0.03483893662111644,0.13786072830665386,-0.17269966492777028,0.10302179168553742,10
low_signal_common_sense_stress,0.05,risk_bounded_executable_common_sense_tests_v5_minus_conformal_risk_filter,accepted_damage,0.005555555555555555,0.010888888888888887,-0.005333333333333332,0.016444444444444442,10
low_signal_common_sense_stress,0.05,risk_bounded_executable_common_sense_tests_v5_minus_conformal_risk_filter,accepted_regret,-0.06526891611234022,0.041682334188900175,-0.10695125030124039,-0.023586581923440042,10
low_signal_common_sense_stress,0.05,risk_bounded_executable_common_sense_tests_v5_minus_conformal_risk_filter,accepted_utility,0.21093977429347857,0.22935277354518213,-0.01841299925170356,0.4402925478386607,10
low_signal_common_sense_stress,0.05,risk_bounded_executable_common_sense_tests_v5_minus_policy_repair_from_failed_rollouts,coverage,0.29618055555555556,0.10001594319495057,0.196164612360605,0.3961964987505061,10
low_signal_common_sense_stress,0.05,risk_bounded_executable_common_sense_tests_v5_minus_policy_repair_from_failed_rollouts,accepted_success,0.5492384509429964,0.313399682623451,0.23583876831954537,0.8626381335664475,10
low_signal_common_sense_stress,0.05,risk_bounded_executable_common_sense_tests_v5_minus_policy_repair_from_failed_rollouts,accepted_safety_violation,0.08527125012700135,0.12923681980053411,-0.04396556967353277,0.21450806992753546,10
low_signal_common_sense_stress,0.05,risk_bounded_executable_common_sense_tests_v5_minus_policy_repair_from_failed_rollouts,accepted_damage,0.005555555555555555,0.010888888888888887,-0.005333333333333332,0.016444444444444442,10
low_signal_common_sense_stress,0.05,risk_bounded_executable_common_sense_tests_v5_minus_policy_repair_from_failed_rollouts,accepted_regret,0.022775055676950182,0.01869670470984162,0.004078350967108561,0.0414717603867918,10
low_signal_common_sense_stress,0.05,risk_bounded_executable_common_sense_tests_v5_minus_policy_repair_from_failed_rollouts,accepted_utility,0.4165984410874159,0.36643289843059046,0.050165542656825435,0.7830313395180064,10
low_signal_common_sense_stress,0.05,risk_bounded_executable_common_sense_tests_v5_minus_executable_common_sense_tests_v4,coverage,0.19826388888888888,0.11554511513925882,0.08271877374963006,0.3138090040281477,10
low_signal_common_sense_stress,0.05,risk_bounded_executable_common_sense_tests_v5_minus_executable_common_sense_tests_v4,accepted_success,0.0795414812460267,0.18617586635393452,-0.10663438510790782,0.26571734759996124,10
low_signal_common_sense_stress,0.05,risk_bounded_executable_common_sense_tests_v5_minus_executable_common_sense_tests_v4,accepted_safety_violation,0.06708943194518316,0.13663278381465188,-0.06954335186946872,0.20372221575983504,10
low_signal_common_sense_stress,0.05,risk_bounded_executable_common_sense_tests_v5_minus_executable_common_sense_tests_v4,accepted_damage,0.005555555555555555,0.010888888888888887,-0.005333333333333332,0.016444444444444442,10
low_signal_common_sense_stress,0.05,risk_bounded_executable_common_sense_tests_v5_minus_executable_common_sense_tests_v4,accepted_regret,0.005774443490331951,0.04049314699884362,-0.03471870350851167,0.04626759048917557,10
low_signal_common_sense_stress,0.05,risk_bounded_executable_common_sense_tests_v5_minus_executable_common_sense_tests_v4,accepted_utility,-0.022396647357298717,0.27376418995640656,-0.2961608373137053,0.2513675425991078,10
low_signal_common_sense_stress,0.10,risk_bounded_executable_common_sense_tests_v5_minus_human_oracle_query_policy,coverage,0.02534722222222221,0.18444339051507974,-0.15909616829285753,0.20979061273730196,10
low_signal_common_sense_stress,0.10,risk_bounded_executable_common_sense_tests_v5_minus_human_oracle_query_policy,accepted_success,0.15313482870744488,0.13840372481001673,0.014731103897428155,0.2915385535174616,10
low_signal_common_sense_stress,0.10,risk_bounded_executable_common_sense_tests_v5_minus_human_oracle_query_policy,accepted_safety_violation,-0.14413996918599747,0.2593391713718091,-0.4034791405578066,0.11519920218581164,10
low_signal_common_sense_stress,0.10,risk_bounded_executable_common_sense_tests_v5_minus_human_oracle_query_policy,accepted_damage,-0.003069721039100572,0.015679510694387912,-0.018749231733488483,0.012609789655287341,10
low_signal_common_sense_stress,0.10,risk_bounded_executable_common_sense_tests_v5_minus_human_oracle_query_policy,accepted_regret,-0.06923910999612451,0.0427805174976209,-0.11201962749374542,-0.02645859249850361,10
low_signal_common_sense_stress,0.10,risk_bounded_executable_common_sense_tests_v5_minus_human_oracle_query_policy,accepted_utility,0.4140968280404693,0.370563546529696,0.04353328151077335,0.7846603745701652,10
low_signal_common_sense_stress,0.10,risk_bounded_executable_common_sense_tests_v5_minus_active_perception_planner,coverage,0.3052083333333333,0.17192152843213987,0.13328680490119343,0.4771298617654732,10
low_signal_common_sense_stress,0.10,risk_bounded_executable_common_sense_tests_v5_minus_active_perception_planner,accepted_success,0.12792283588355946,0.2550205511145443,-0.12709771523098484,0.38294338699810376,10
low_signal_common_sense_stress,0.10,risk_bounded_executable_common_sense_tests_v5_minus_active_perception_planner,accepted_safety_violation,0.004813392938208141,0.08797968851020141,-0.08316629557199327,0.09279308144840955,10
low_signal_common_sense_stress,0.10,risk_bounded_executable_common_sense_tests_v5_minus_active_perception_planner,accepted_damage,-0.029440557143326433,0.06604327357253198,-0.09548383071585842,0.036602716429205547,10
low_signal_common_sense_stress,0.10,risk_bounded_executable_common_sense_tests_v5_minus_active_perception_planner,accepted_regret,-0.039308495015059716,0.032166641288215184,-0.0714751363032749,-0.007141853726844533,10
low_signal_common_sense_stress,0.10,risk_bounded_executable_common_sense_tests_v5_minus_active_perception_planner,accepted_utility,0.1764217671143327,0.20398631776291765,-0.027564550648584957,0.3804080848772503,10
low_signal_common_sense_stress,0.10,risk_bounded_executable_common_sense_tests_v5_minus_conformal_risk_filter,coverage,-0.0701388888888889,0.2034541166680174,-0.2735930055569063,0.13331522777912852,10
low_signal_common_sense_stress,0.10,risk_bounded_executable_common_sense_tests_v5_minus_conformal_risk_filter,accepted_success,0.15502997484740494,0.13805509755212333,0.016974877295281604,0.2930850723995283,10
low_signal_common_sense_stress,0.10,risk_bounded_executable_common_sense_tests_v5_minus_conformal_risk_filter,accepted_safety_violation,-0.037215827124483854,0.11810842681651337,-0.15532425394099722,0.08089259969202953,10
low_signal_common_sense_stress,0.10,risk_bounded_executable_common_sense_tests_v5_minus_conformal_risk_filter,accepted_damage,0.0036529680365296802,0.007159817351598173,-0.003506849315068493,0.010812785388127853,10
low_signal_common_sense_stress,0.10,risk_bounded_executable_common_sense_tests_v5_minus_conformal_risk_filter,accepted_regret,-0.07522898288027256,0.03775843640163229,-0.11298741928190485,-0.037470546478640274,10
low_signal_common_sense_stress,0.10,risk_bounded_executable_common_sense_tests_v5_minus_conformal_risk_filter,accepted_utility,0.2550140213865965,0.20073861419506112,0.054275407191535396,0.45575263558165763,10
low_signal_common_sense_stress,0.10,risk_bounded_executable_common_sense_tests_v5_minus_policy_repair_from_failed_rollouts,coverage,0.37604166666666666,0.12702508624343023,0.24901658042323643,0.503066752910097,10
low_signal_common_sense_stress,0.10,risk_bounded_executable_common_sense_tests_v5_minus_policy_repair_from_failed_rollouts,accepted_success,0.1287492821645512,0.2691795869574143,-0.1404303047928631,0.39792886912196546,10
low_signal_common_sense_stress,0.10,risk_bounded_executable_common_sense_tests_v5_minus_policy_repair_from_failed_rollouts,accepted_safety_violation,0.07063575016783573,0.13840687680661218,-0.06777112663877645,0.20904262697444792,10
low_signal_common_sense_stress,0.10,risk_bounded_executable_common_sense_tests_v5_minus_policy_repair_from_failed_rollouts,accepted_damage,0.0036529680365296802,0.007159817351598173,-0.003506849315068493,0.010812785388127853,10
low_signal_common_sense_stress,0.10,risk_bounded_executable_common_sense_tests_v5_minus_policy_repair_from_failed_rollouts,accepted_regret,-0.014216085522553304,0.03740428050108711,-0.05162036602364041,0.023188194978533805,10
low_signal_common_sense_stress,0.10,risk_bounded_executable_common_sense_tests_v5_minus_policy_repair_from_failed_rollouts,accepted_utility,0.03810251888248058,0.3344667640175948,-0.2963642451351142,0.37256928290007535,10
low_signal_common_sense_stress,0.10,risk_bounded_executable_common_sense_tests_v5_minus_executable_common_sense_tests_v4,coverage,0.23298611111111112,0.13659213228072292,0.0963939788303882,0.36957824339183404,10
low_signal_common_sense_stress,0.10,risk_bounded_executable_common_sense_tests_v5_minus_executable_common_sense_tests_v4,accepted_success,0.15841467295084735,0.1814292871528373,-0.02301461420198994,0.3398439601036847,10
low_signal_common_sense_stress,0.10,risk_bounded_executable_common_sense_tests_v5_minus_executable_common_sense_tests_v4,accepted_safety_violation,0.030771223145037944,0.17801475751424292,-0.14724353436920498,0.20878598065928086,10
low_signal_common_sense_stress,0.10,risk_bounded_executable_common_sense_tests_v5_minus_executable_common_sense_tests_v4,accepted_damage,0.0036529680365296802,0.007159817351598173,-0.003506849315068493,0.010812785388127853,10
low_signal_common_sense_stress,0.10,risk_bounded_executable_common_sense_tests_v5_minus_executable_common_sense_tests_v4,accepted_regret,-0.012748887001537028,0.0420404991944279,-0.05478938619596493,0.02929161219289087,10
low_signal_common_sense_stress,0.10,risk_bounded_executable_common_sense_tests_v5_minus_executable_common_sense_tests_v4,accepted_utility,0.12688372545479687,0.29612093437631487,-0.169237208921518,0.42300465983111174,10
low_signal_common_sense_stress,0.15,risk_bounded_executable_common_sense_tests_v5_minus_human_oracle_query_policy,coverage,0.013541666666666684,0.18865687962889138,-0.1751152129622247,0.20219854629555806,10
low_signal_common_sense_stress,0.15,risk_bounded_executable_common_sense_tests_v5_minus_human_oracle_query_policy,accepted_success,0.14578251081237126,0.1587919108125499,-0.01300940000017864,0.30457442162492115,10
low_signal_common_sense_stress,0.15,risk_bounded_executable_common_sense_tests_v5_minus_human_oracle_query_policy,accepted_safety_violation,-0.11856227324355148,0.2564046803151778,-0.37496695355872933,0.13784240707162634,10
low_signal_common_sense_stress,0.15,risk_bounded_executable_common_sense_tests_v5_minus_human_oracle_query_policy,accepted_damage,-0.013291139240506329,0.034042774829023355,-0.047333914069529685,0.020751635588517024,10
low_signal_common_sense_stress,0.15,risk_bounded_executable_common_sense_tests_v5_minus_human_oracle_query_policy,accepted_regret,-0.06421318873424825,0.03610688168680194,-0.10032007042105019,-0.028106307047446308,10
low_signal_common_sense_stress,0.15,risk_bounded_executable_common_sense_tests_v5_minus_human_oracle_query_policy,accepted_utility,0.38163449652833725,0.31575858186849753,0.06587591465983972,0.6973930783968347,10
low_signal_common_sense_stress,0.15,risk_bounded_executable_common_sense_tests_v5_minus_active_perception_planner,coverage,0.27361111111111114,0.19698997671436463,0.0766211343967465,0.4706010878254758,10
low_signal_common_sense_stress,0.15,risk_bounded_executable_common_sense_tests_v5_minus_active_perception_planner,accepted_success,0.1273582186314385,0.22192525746482675,-0.09456703883338824,0.34928347609626526,10
low_signal_common_sense_stress,0.15,risk_bounded_executable_common_sense_tests_v5_minus_active_perception_planner,accepted_safety_violation,-0.028168659517312913,0.10153737009281803,-0.12970602961013095,0.07336871057550512,10
low_signal_common_sense_stress,0.15,risk_bounded_executable_common_sense_tests_v5_minus_active_perception_planner,accepted_damage,-0.03019090614027323,0.06684946019851362,-0.09704036633878685,0.036658554058240395,10
low_signal_common_sense_stress,0.15,risk_bounded_executable_common_sense_tests_v5_minus_active_perception_planner,accepted_regret,-0.04354644655861844,0.03582008413391112,-0.07936653069252955,-0.007726362424707318,10
low_signal_common_sense_stress,0.15,risk_bounded_executable_common_sense_tests_v5_minus_active_perception_planner,accepted_utility,0.20545773778988521,0.21648667372363617,-0.011028935933750955,0.42194441151352136,10
low_signal_common_sense_stress,0.15,risk_bounded_executable_common_sense_tests_v5_minus_conformal_risk_filter,coverage,-0.19791666666666666,0.18014665355397,-0.37806332022063666,-0.01777001311269666,10
low_signal_common_sense_stress,0.15,risk_bounded_executable_common_sense_tests_v5_minus_conformal_risk_filter,accepted_success,0.04031015911223381,0.13078629922156557,-0.09047614010933175,0.17109645833379938,10
low_signal_common_sense_stress,0.15,risk_bounded_executable_common_sense_tests_v5_minus_conformal_risk_filter,accepted_safety_violation,-0.024271698927698072,0.08856223213269772,-0.1128339310603958,0.06429053320499964,10
low_signal_common_sense_stress,0.15,risk_bounded_executable_common_sense_tests_v5_minus_conformal_risk_filter,accepted_damage,0.003375527426160337,0.00661603375527426,-0.003240506329113923,0.009991561181434598,10
low_signal_common_sense_stress,0.15,risk_bounded_executable_common_sense_tests_v5_minus_conformal_risk_filter,accepted_regret,-0.05790360206895578,0.024485482464676234,-0.08238908453363201,-0.03341811960427954,10
low_signal_common_sense_stress,0.15,risk_bounded_executable_common_sense_tests_v5_minus_conformal_risk_filter,accepted_utility,0.0961673108769748,0.1525686033613748,-0.056401292484399984,0.2487359142383496,10
low_signal_common_sense_stress,0.15,risk_bounded_executable_common_sense_tests_v5_minus_policy_repair_from_failed_rollouts,coverage,0.2982638888888889,0.1507138214344155,0.14755006745447338,0.44897771032330436,10
low_signal_common_sense_stress,0.15,risk_bounded_executable_common_sense_tests_v5_minus_policy_repair_from_failed_rollouts,accepted_success,0.24340065860643187,0.21420152939564807,0.029199129210783797,0.45760218800207997,10
low_signal_common_sense_stress,0.15,risk_bounded_executable_common_sense_tests_v5_minus_policy_repair_from_failed_rollouts,accepted_safety_violation,-0.03981653696381094,0.21129558057552614,-0.2511121175393371,0.1714790436117152,10
low_signal_common_sense_stress,0.15,risk_bounded_executable_common_sense_tests_v5_minus_policy_repair_from_failed_rollouts,accepted_damage,0.003375527426160337,0.00661603375527426,-0.003240506329113923,0.009991561181434598,10
low_signal_common_sense_stress,0.15,risk_bounded_executable_common_sense_tests_v5_minus_policy_repair_from_failed_rollouts,accepted_regret,-0.04152640882952502,0.05552788267943831,-0.09705429150896333,0.014001473849913293,10
low_signal_common_sense_stress,0.15,risk_bounded_executable_common_sense_tests_v5_minus_policy_repair_from_failed_rollouts,accepted_utility,0.29145879462965313,0.3883905678839687,-0.09693177325431557,0.6798493625136218,10
low_signal_common_sense_stress,0.15,risk_bounded_executable_common_sense_tests_v5_minus_executable_common_sense_tests_v4,coverage,0.2524305555555556,0.17658358561895837,0.07584696993659723,0.429014141174514,10
low_signal_common_sense_stress,0.15,risk_bounded_executable_common_sense_tests_v5_minus_executable_common_sense_tests_v4,accepted_success,-0.013193877711905578,0.11659625780486062,-0.1297901355167662,0.10340238009295503,10
low_signal_common_sense_stress,0.15,risk_bounded_executable_common_sense_tests_v5_minus_executable_common_sense_tests_v4,accepted_safety_violation,0.02451854612208393,0.17524511921234606,-0.15072657309026213,0.19976366533443,10
low_signal_common_sense_stress,0.15,risk_bounded_executable_common_sense_tests_v5_minus_executable_common_sense_tests_v4,accepted_damage,0.002623647726912217,0.006936159033102948,-0.004312511306190731,0.009559806760015166,10
low_signal_common_sense_stress,0.15,risk_bounded_executable_common_sense_tests_v5_minus_executable_common_sense_tests_v4,accepted_regret,-0.016043818913128373,0.041404766390243194,-0.05744858530337157,0.02536094747711482,10
low_signal_common_sense_stress,0.15,risk_bounded_executable_common_sense_tests_v5_minus_executable_common_sense_tests_v4,accepted_utility,-0.04084706521992266,0.23782857593428283,-0.2786756411542055,0.19698151071436018,10
combined_common_sense_stress,0.00,risk_bounded_executable_common_sense_tests_v5_minus_human_oracle_query_policy,coverage,-0.007638888888888887,0.08990205003682086,-0.09754093892570975,0.08226316114793197,10
combined_common_sense_stress,0.00,risk_bounded_executable_common_sense_tests_v5_minus_human_oracle_query_policy,accepted_success,0.11461614576924654,0.19374698129207973,-0.07913083552283319,0.3083631270613263,10
combined_common_sense_stress,0.00,risk_bounded_executable_common_sense_tests_v5_minus_human_oracle_query_policy,accepted_safety_violation,-0.13960698307198535,0.22895355171702306,-0.3685605347890084,0.0893465686450377,10
combined_common_sense_stress,0.00,risk_bounded_executable_common_sense_tests_v5_minus_human_oracle_query_policy,accepted_damage,-0.008766233766233766,0.035571278949934705,-0.04433751271616847,0.02680504518370094,10
combined_common_sense_stress,0.00,risk_bounded_executable_common_sense_tests_v5_minus_human_oracle_query_policy,accepted_regret,-0.039921058144340237,0.03827288031642197,-0.0781939384607622,-0.0016481778279182693,10
combined_common_sense_stress,0.00,risk_bounded_executable_common_sense_tests_v5_minus_human_oracle_query_policy,accepted_utility,0.36091957715097356,0.2468502757551755,0.11406930139579805,0.607769852906149,10
combined_common_sense_stress,0.00,risk_bounded_executable_common_sense_tests_v5_minus_active_perception_planner,coverage,0.23020833333333332,0.035377980868752164,0.19483035246458116,0.2655863142020855,10
combined_common_sense_stress,0.00,risk_bounded_executable_common_sense_tests_v5_minus_active_perception_planner,accepted_success,1.0,0.0,1.0,1.0,10
combined_common_sense_stress,0.00,risk_bounded_executable_common_sense_tests_v5_minus_active_perception_planner,accepted_safety_violation,0.04264705882352941,0.08358823529411762,-0.0409411764705882,0.12623529411764703,10
combined_common_sense_stress,0.00,risk_bounded_executable_common_sense_tests_v5_minus_active_perception_planner,accepted_damage,0.007142857142857143,0.013999999999999997,-0.006857142857142854,0.02114285714285714,10
combined_common_sense_stress,0.00,risk_bounded_executable_common_sense_tests_v5_minus_active_perception_planner,accepted_regret,0.009983392120917596,0.012153038608446336,-0.0021696464875287404,0.022136430729363932,10
combined_common_sense_stress,0.00,risk_bounded_executable_common_sense_tests_v5_minus_active_perception_planner,accepted_utility,0.9167920361125101,0.10563154942543754,0.8111604866870726,1.0224235855379478,10
combined_common_sense_stress,0.00,risk_bounded_executable_common_sense_tests_v5_minus_conformal_risk_filter,coverage,-0.011458333333333327,0.06242384266083417,-0.07388217599416749,0.050965509327500845,10
combined_common_sense_stress,0.00,risk_bounded_executable_common_sense_tests_v5_minus_conformal_risk_filter,accepted_success,0.10792630280604379,0.12251306736971104,-0.014586764563667254,0.23043937017575483,10
combined_common_sense_stress,0.00,risk_bounded_executable_common_sense_tests_v5_minus_conformal_risk_filter,accepted_safety_violation,-0.04834043967388614,0.17447194342643005,-0.2228123831003162,0.1261315037525439,10
combined_common_sense_stress,0.00,risk_bounded_executable_common_sense_tests_v5_minus_conformal_risk_filter,accepted_damage,0.007142857142857143,0.013999999999999997,-0.006857142857142854,0.02114285714285714,10
combined_common_sense_stress,0.00,risk_bounded_executable_common_sense_tests_v5_minus_conformal_risk_filter,accepted_regret,-0.07138902988062568,0.05668328508674908,-0.12807231496737476,-0.014705744793876596,10
combined_common_sense_stress,0.00,risk_bounded_executable_common_sense_tests_v5_minus_conformal_risk_filter,accepted_utility,0.23359502054471398,0.27702298686269433,-0.04342796631798035,0.5106180074074083,10
combined_common_sense_stress,0.00,risk_bounded_executable_common_sense_tests_v5_minus_policy_repair_from_failed_rollouts,coverage,0.23020833333333332,0.035377980868752164,0.19483035246458116,0.2655863142020855,10
combined_common_sense_stress,0.00,risk_bounded_executable_common_sense_tests_v5_minus_policy_repair_from_failed_rollouts,accepted_success,1.0,0.0,1.0,1.0,10
combined_common_sense_stress,0.00,risk_bounded_executable_common_sense_tests_v5_minus_policy_repair_from_failed_rollouts,accepted_safety_violation,0.04264705882352941,0.08358823529411762,-0.0409411764705882,0.12623529411764703,10
combined_common_sense_stress,0.00,risk_bounded_executable_common_sense_tests_v5_minus_policy_repair_from_failed_rollouts,accepted_damage,0.007142857142857143,0.013999999999999997,-0.006857142857142854,0.02114285714285714,10
