stress_level,method,task,assumption,seed,task_success,unsafe_affordance_rejection_recall,physical_violation_rate,test_query_cost,human_query_burden,planning_regret_to_oracle
0.2,llm_common_sense_replanner,cluttered_navigation_clearance,mass_or_inertia,1,0.596154,0.060606,0.346154,0.001526,0.000000,0.197955
0.2,llm_common_sense_replanner,cluttered_navigation_clearance,mass_or_inertia,2,0.653846,0.055556,0.403846,0.001144,0.000000,0.212387
0.2,llm_common_sense_replanner,cluttered_navigation_clearance,mass_or_inertia,3,0.500000,0.093750,0.307692,0.001144,0.000000,0.207791
0.2,llm_common_sense_replanner,cluttered_navigation_clearance,mass_or_inertia,4,0.500000,0.000000,0.288462,0.000381,0.000000,0.194917
0.2,llm_common_sense_replanner,cluttered_navigation_clearance,mass_or_inertia,5,0.557692,0.038462,0.269231,0.000000,0.000000,0.191798
0.2,llm_common_sense_replanner,cluttered_navigation_clearance,mass_or_inertia,6,0.634615,0.085714,0.269231,0.000000,0.000000,0.185922
0.2,sequential_3d_affordance_reasoner,stackable_object_placement,support_stability,0,0.653846,0.033333,0.346154,0.002276,0.000000,0.183111
0.2,sequential_3d_affordance_reasoner,stackable_object_placement,support_stability,1,0.653846,0.037037,0.211538,0.000455,0.000000,0.168137
0.2,sequential_3d_affordance_reasoner,stackable_object_placement,support_stability,2,0.673077,0.055556,0.288462,0.001365,0.000000,0.169432
0.2,sequential_3d_affordance_reasoner,stackable_object_placement,support_stability,3,0.538462,0.078947,0.365385,0.000910,0.000000,0.207744
0.2,sequential_3d_affordance_reasoner,stackable_object_placement,support_stability,4,0.557692,0.064516,0.346154,0.000910,0.000000,0.204805
0.2,sequential_3d_affordance_reasoner,stackable_object_placement,support_stability,5,0.653846,0.133333,0.326923,0.001820,0.000000,0.168792
0.2,sequential_3d_affordance_reasoner,stackable_object_placement,support_stability,6,0.711538,0.058824,0.269231,0.000455,0.000000,0.157140
0.2,sequential_3d_affordance_reasoner,stackable_object_placement,containment_or_leakage,0,0.634615,0.083333,0.288462,0.002731,0.000000,0.165203
0.2,sequential_3d_affordance_reasoner,stackable_object_placement,containment_or_leakage,1,0.538462,0.068966,0.230769,0.001365,0.000000,0.153128
0.2,sequential_3d_affordance_reasoner,stackable_object_placement,containment_or_leakage,2,0.576923,0.083333,0.288462,0.002276,0.000000,0.158996
0.2,sequential_3d_affordance_reasoner,stackable_object_placement,containment_or_leakage,3,0.711538,0.071429,0.173077,0.001365,0.000000,0.134009
0.2,sequential_3d_affordance_reasoner,stackable_object_placement,containment_or_leakage,4,0.538462,0.086957,0.346154,0.002276,0.000000,0.172128
0.2,sequential_3d_affordance_reasoner,stackable_object_placement,containment_or_leakage,5,0.634615,0.185185,0.230769,0.001365,0.000000,0.150058
0.2,sequential_3d_affordance_reasoner,stackable_object_placement,containment_or_leakage,6,0.769231,0.035714,0.288462,0.001365,0.000000,0.149856
0.2,sequential_3d_affordance_reasoner,stackable_object_placement,rigidity_or_deformation,0,0.730769,0.040000,0.288462,0.002731,0.000000,0.146535
0.2,sequential_3d_affordance_reasoner,stackable_object_placement,rigidity_or_deformation,1,0.615385,0.076923,0.211538,0.001365,0.000000,0.149789
0.2,sequential_3d_affordance_reasoner,stackable_object_placement,rigidity_or_deformation,2,0.653846,0.043478,0.269231,0.001820,0.000000,0.146862
0.2,sequential_3d_affordance_reasoner,stackable_object_placement,rigidity_or_deformation,3,0.653846,0.086957,0.250000,0.002731,0.000000,0.153694
0.2,sequential_3d_affordance_reasoner,stackable_object_placement,rigidity_or_deformation,4,0.673077,0.038462,0.192308,0.002276,0.000000,0.134393
0.2,sequential_3d_affordance_reasoner,stackable_object_placement,rigidity_or_deformation,5,0.615385,0.047619,0.211538,0.000910,0.000000,0.145850
0.2,sequential_3d_affordance_reasoner,stackable_object_placement,rigidity_or_deformation,6,0.653846,0.000000,0.288462,0.002731,0.000000,0.164058
0.2,sequential_3d_affordance_reasoner,stackable_object_placement,tool_reach_and_contact,0,0.596154,0.068966,0.250000,0.002276,0.000000,0.165750
0.2,sequential_3d_affordance_reasoner,stackable_object_placement,tool_reach_and_contact,1,0.653846,0.045455,0.192308,0.001820,0.000000,0.141886
0.2,sequential_3d_affordance_reasoner,stackable_object_placement,tool_reach_and_contact,2,0.711538,0.043478,0.250000,0.002276,0.000000,0.149292
0.2,sequential_3d_affordance_reasoner,stackable_object_placement,tool_reach_and_contact,3,0.692308,0.000000,0.288462,0.001365,0.000000,0.159359
0.2,sequential_3d_affordance_reasoner,stackable_object_placement,tool_reach_and_contact,4,0.653846,0.045455,0.250000,0.001365,0.000000,0.143388
0.2,sequential_3d_affordance_reasoner,stackable_object_placement,tool_reach_and_contact,5,0.634615,0.250000,0.230769,0.001820,0.000000,0.145958
0.2,sequential_3d_affordance_reasoner,stackable_object_placement,tool_reach_and_contact,6,0.730769,0.105263,0.192308,0.001820,0.000000,0.126399
0.2,sequential_3d_affordance_reasoner,stackable_object_placement,articulation_direction,0,0.692308,0.040000,0.250000,0.001820,0.000000,0.151978
0.2,sequential_3d_affordance_reasoner,stackable_object_placement,articulation_direction,1,0.653846,0.066667,0.307692,0.003641,0.000000,0.152539
0.2,sequential_3d_affordance_reasoner,stackable_object_placement,articulation_direction,2,0.673077,0.142857,0.192308,0.002731,0.000000,0.132329
0.2,sequential_3d_affordance_reasoner,stackable_object_placement,articulation_direction,3,0.692308,0.043478,0.250000,0.000000,0.000000,0.148230
0.2,sequential_3d_affordance_reasoner,stackable_object_placement,articulation_direction,4,0.634615,0.074074,0.384615,0.000910,0.000000,0.171110
0.2,sequential_3d_affordance_reasoner,stackable_object_placement,articulation_direction,5,0.576923,0.111111,0.288462,0.002276,0.000000,0.161896
0.2,sequential_3d_affordance_reasoner,stackable_object_placement,articulation_direction,6,0.673077,0.000000,0.153846,0.001820,0.000000,0.127734
0.2,sequential_3d_affordance_reasoner,stackable_object_placement,clearance_and_collision,0,0.692308,0.148148,0.192308,0.002276,0.000000,0.128743
0.2,sequential_3d_affordance_reasoner,stackable_object_placement,clearance_and_collision,1,0.730769,0.096774,0.269231,0.002276,0.000000,0.144071
0.2,sequential_3d_affordance_reasoner,stackable_object_placement,clearance_and_collision,2,0.500000,0.107143,0.326923,0.002731,0.000000,0.188544
0.2,sequential_3d_affordance_reasoner,stackable_object_placement,clearance_and_collision,3,0.596154,0.080000,0.288462,0.001365,0.000000,0.157856
0.2,sequential_3d_affordance_reasoner,stackable_object_placement,clearance_and_collision,4,0.596154,0.037037,0.307692,0.001820,0.000000,0.164772
0.2,sequential_3d_affordance_reasoner,stackable_object_placement,clearance_and_collision,5,0.634615,0.115385,0.192308,0.002731,0.000000,0.139910
0.2,sequential_3d_affordance_reasoner,stackable_object_placement,clearance_and_collision,6,0.596154,0.034483,0.230769,0.000910,0.000000,0.150960
0.2,sequential_3d_affordance_reasoner,stackable_object_placement,mass_or_inertia,0,0.557692,0.115385,0.346154,0.002276,0.000000,0.177623
0.2,sequential_3d_affordance_reasoner,stackable_object_placement,mass_or_inertia,1,0.692308,0.000000,0.250000,0.001820,0.000000,0.161613
0.2,sequential_3d_affordance_reasoner,stackable_object_placement,mass_or_inertia,2,0.653846,0.043478,0.346154,0.000000,0.000000,0.180341
0.2,sequential_3d_affordance_reasoner,stackable_object_placement,mass_or_inertia,3,0.615385,0.068966,0.230769,0.002731,0.000000,0.147703
0.2,sequential_3d_affordance_reasoner,stackable_object_placement,mass_or_inertia,4,0.692308,0.043478,0.288462,0.001820,0.000000,0.166454
0.2,sequential_3d_affordance_reasoner,stackable_object_placement,mass_or_inertia,5,0.596154,0.000000,0.230769,0.000455,0.000000,0.165111
0.2,sequential_3d_affordance_reasoner,stackable_object_placement,mass_or_inertia,6,0.615385,0.033333,0.269231,0.001365,0.000000,0.159194
0.2,sequential_3d_affordance_reasoner,container_liquid_transfer,support_stability,0,0.480769,0.096774,0.461538,0.001402,0.000000,0.231269
0.2,sequential_3d_affordance_reasoner,container_liquid_transfer,support_stability,1,0.615385,0.142857,0.288462,0.000935,0.000000,0.194792
0.2,sequential_3d_affordance_reasoner,container_liquid_transfer,support_stability,2,0.634615,0.111111,0.230769,0.001402,0.000000,0.169167
0.2,sequential_3d_affordance_reasoner,container_liquid_transfer,support_stability,3,0.500000,0.054054,0.384615,0.003271,0.000000,0.226977
0.2,sequential_3d_affordance_reasoner,container_liquid_transfer,support_stability,4,0.557692,0.037037,0.269231,0.001869,0.000000,0.182437
0.2,sequential_3d_affordance_reasoner,container_liquid_transfer,support_stability,5,0.673077,0.000000,0.403846,0.000935,0.000000,0.196413
0.2,sequential_3d_affordance_reasoner,container_liquid_transfer,support_stability,6,0.615385,0.051282,0.403846,0.001869,0.000000,0.215879
0.2,sequential_3d_affordance_reasoner,container_liquid_transfer,containment_or_leakage,0,0.576923,0.064516,0.326923,0.001402,0.000000,0.200882
0.2,sequential_3d_affordance_reasoner,container_liquid_transfer,containment_or_leakage,1,0.403846,0.000000,0.326923,0.002804,0.000000,0.226929
0.2,sequential_3d_affordance_reasoner,container_liquid_transfer,containment_or_leakage,2,0.634615,0.032258,0.346154,0.000467,0.000000,0.219325
0.2,sequential_3d_affordance_reasoner,container_liquid_transfer,containment_or_leakage,3,0.634615,0.184211,0.307692,0.003739,0.000000,0.183747
0.2,sequential_3d_affordance_reasoner,container_liquid_transfer,containment_or_leakage,4,0.557692,0.058824,0.461538,0.000935,0.000000,0.236362
0.2,sequential_3d_affordance_reasoner,container_liquid_transfer,containment_or_leakage,5,0.653846,0.116279,0.461538,0.001869,0.000000,0.231168
0.2,sequential_3d_affordance_reasoner,container_liquid_transfer,containment_or_leakage,6,0.634615,0.076923,0.423077,0.001869,0.000000,0.206711
0.2,sequential_3d_affordance_reasoner,container_liquid_transfer,rigidity_or_deformation,0,0.634615,0.142857,0.211538,0.001869,0.000000,0.155743
0.2,sequential_3d_affordance_reasoner,container_liquid_transfer,rigidity_or_deformation,1,0.576923,0.033333,0.403846,0.000935,0.000000,0.218466
0.2,sequential_3d_affordance_reasoner,container_liquid_transfer,rigidity_or_deformation,2,0.519231,0.038462,0.288462,0.001869,0.000000,0.191729
0.2,sequential_3d_affordance_reasoner,container_liquid_transfer,rigidity_or_deformation,3,0.596154,0.062500,0.326923,0.002337,0.000000,0.192200
0.2,sequential_3d_affordance_reasoner,container_liquid_transfer,rigidity_or_deformation,4,0.692308,0.062500,0.269231,0.002804,0.000000,0.181242
0.2,sequential_3d_affordance_reasoner,container_liquid_transfer,rigidity_or_deformation,5,0.673077,0.111111,0.346154,0.002337,0.000000,0.201128
0.2,sequential_3d_affordance_reasoner,container_liquid_transfer,rigidity_or_deformation,6,0.653846,0.148148,0.250000,0.001402,0.000000,0.162699
0.2,sequential_3d_affordance_reasoner,container_liquid_transfer,tool_reach_and_contact,0,0.750000,0.093750,0.365385,0.002804,0.000000,0.186583
0.2,sequential_3d_affordance_reasoner,container_liquid_transfer,tool_reach_and_contact,1,0.596154,0.088235,0.326923,0.000467,0.000000,0.179634
0.2,sequential_3d_affordance_reasoner,container_liquid_transfer,tool_reach_and_contact,2,0.692308,0.034483,0.326923,0.000000,0.000000,0.188438
0.2,sequential_3d_affordance_reasoner,container_liquid_transfer,tool_reach_and_contact,3,0.673077,0.161290,0.250000,0.002337,0.000000,0.172255
0.2,sequential_3d_affordance_reasoner,container_liquid_transfer,tool_reach_and_contact,4,0.538462,0.111111,0.326923,0.001869,0.000000,0.199683
0.2,sequential_3d_affordance_reasoner,container_liquid_transfer,tool_reach_and_contact,5,0.461538,0.040000,0.346154,0.001869,0.000000,0.210622
0.2,sequential_3d_affordance_reasoner,container_liquid_transfer,tool_reach_and_contact,6,0.576923,0.121212,0.403846,0.000935,0.000000,0.205975
0.2,sequential_3d_affordance_reasoner,container_liquid_transfer,articulation_direction,0,0.673077,0.000000,0.326923,0.001869,0.000000,0.199594
0.2,sequential_3d_affordance_reasoner,container_liquid_transfer,articulation_direction,1,0.615385,0.085714,0.326923,0.002337,0.000000,0.195980
0.2,sequential_3d_affordance_reasoner,container_liquid_transfer,articulation_direction,2,0.596154,0.032258,0.346154,0.001402,0.000000,0.202703
0.2,sequential_3d_affordance_reasoner,container_liquid_transfer,articulation_direction,3,0.634615,0.080000,0.307692,0.004206,0.000000,0.186706
0.2,sequential_3d_affordance_reasoner,container_liquid_transfer,articulation_direction,4,0.596154,0.052632,0.288462,0.001402,0.000000,0.183635
0.2,sequential_3d_affordance_reasoner,container_liquid_transfer,articulation_direction,5,0.711538,0.137931,0.326923,0.001869,0.000000,0.171598
0.2,sequential_3d_affordance_reasoner,container_liquid_transfer,articulation_direction,6,0.538462,0.034483,0.326923,0.001402,0.000000,0.206962
0.2,sequential_3d_affordance_reasoner,container_liquid_transfer,clearance_and_collision,0,0.596154,0.038462,0.423077,0.002804,0.000000,0.206424
0.2,sequential_3d_affordance_reasoner,container_liquid_transfer,clearance_and_collision,1,0.634615,0.031250,0.307692,0.002804,0.000000,0.178842
0.2,sequential_3d_affordance_reasoner,container_liquid_transfer,clearance_and_collision,2,0.615385,0.000000,0.288462,0.002804,0.000000,0.180359
0.2,sequential_3d_affordance_reasoner,container_liquid_transfer,clearance_and_collision,3,0.442308,0.062500,0.326923,0.002337,0.000000,0.199970
0.2,sequential_3d_affordance_reasoner,container_liquid_transfer,clearance_and_collision,4,0.692308,0.115385,0.403846,0.003271,0.000000,0.197911
0.2,sequential_3d_affordance_reasoner,container_liquid_transfer,clearance_and_collision,5,0.596154,0.125000,0.269231,0.001402,0.000000,0.174593
0.2,sequential_3d_affordance_reasoner,container_liquid_transfer,clearance_and_collision,6,0.653846,0.103448,0.384615,0.000467,0.000000,0.194416
0.2,sequential_3d_affordance_reasoner,container_liquid_transfer,mass_or_inertia,0,0.500000,0.057143,0.384615,0.003739,0.000000,0.207125
0.2,sequential_3d_affordance_reasoner,container_liquid_transfer,mass_or_inertia,1,0.673077,0.114286,0.307692,0.003739,0.000000,0.178878
0.2,sequential_3d_affordance_reasoner,container_liquid_transfer,mass_or_inertia,2,0.519231,0.100000,0.307692,0.002804,0.000000,0.192881
0.2,sequential_3d_affordance_reasoner,container_liquid_transfer,mass_or_inertia,3,0.615385,0.060606,0.346154,0.001402,0.000000,0.197859
0.2,sequential_3d_affordance_reasoner,container_liquid_transfer,mass_or_inertia,4,0.519231,0.055556,0.384615,0.001869,0.000000,0.212035
0.2,sequential_3d_affordance_reasoner,container_liquid_transfer,mass_or_inertia,5,0.653846,0.093750,0.384615,0.003739,0.000000,0.205267
0.2,sequential_3d_affordance_reasoner,container_liquid_transfer,mass_or_inertia,6,0.538462,0.035714,0.192308,0.001869,0.000000,0.172583
0.2,sequential_3d_affordance_reasoner,tool_use_reachability,support_stability,0,0.673077,0.093750,0.442308,0.004143,0.000000,0.189759
0.2,sequential_3d_affordance_reasoner,tool_use_reachability,support_stability,1,0.576923,0.037037,0.250000,0.001381,0.000000,0.165735
0.2,sequential_3d_affordance_reasoner,tool_use_reachability,support_stability,2,0.673077,0.095238,0.288462,0.001381,0.000000,0.158219
0.2,sequential_3d_affordance_reasoner,tool_use_reachability,support_stability,3,0.673077,0.166667,0.153846,0.000460,0.000000,0.123494
0.2,sequential_3d_affordance_reasoner,tool_use_reachability,support_stability,4,0.634615,0.000000,0.307692,0.001841,0.000000,0.171864
0.2,sequential_3d_affordance_reasoner,tool_use_reachability,support_stability,5,0.653846,0.083333,0.230769,0.002762,0.000000,0.153728
0.2,sequential_3d_affordance_reasoner,tool_use_reachability,support_stability,6,0.653846,0.058824,0.346154,0.000921,0.000000,0.176274
0.2,sequential_3d_affordance_reasoner,tool_use_reachability,containment_or_leakage,0,0.615385,0.137931,0.307692,0.003222,0.000000,0.157873
0.2,sequential_3d_affordance_reasoner,tool_use_reachability,containment_or_leakage,1,0.692308,0.071429,0.326923,0.000460,0.000000,0.167111
0.2,sequential_3d_affordance_reasoner,tool_use_reachability,containment_or_leakage,2,0.615385,0.100000,0.230769,0.001381,0.000000,0.158435
0.2,sequential_3d_affordance_reasoner,tool_use_reachability,containment_or_leakage,3,0.711538,0.120000,0.307692,0.000921,0.000000,0.163374
0.2,sequential_3d_affordance_reasoner,tool_use_reachability,containment_or_leakage,4,0.711538,0.080000,0.307692,0.001841,0.000000,0.164335
0.2,sequential_3d_affordance_reasoner,tool_use_reachability,containment_or_leakage,5,0.750000,0.038462,0.288462,0.002762,0.000000,0.146926
0.2,sequential_3d_affordance_reasoner,tool_use_reachability,containment_or_leakage,6,0.653846,0.068966,0.230769,0.002302,0.000000,0.157385
0.2,sequential_3d_affordance_reasoner,tool_use_reachability,rigidity_or_deformation,0,0.576923,0.121212,0.288462,0.002762,0.000000,0.159140
0.2,sequential_3d_affordance_reasoner,tool_use_reachability,rigidity_or_deformation,1,0.634615,0.093750,0.307692,0.000921,0.000000,0.171881
0.2,sequential_3d_affordance_reasoner,tool_use_reachability,rigidity_or_deformation,2,0.653846,0.103448,0.423077,0.002302,0.000000,0.178166
0.2,sequential_3d_affordance_reasoner,tool_use_reachability,rigidity_or_deformation,3,0.576923,0.071429,0.365385,0.001381,0.000000,0.188888
0.2,sequential_3d_affordance_reasoner,tool_use_reachability,rigidity_or_deformation,4,0.576923,0.038462,0.288462,0.002302,0.000000,0.168263
0.2,sequential_3d_affordance_reasoner,tool_use_reachability,rigidity_or_deformation,5,0.750000,0.206897,0.211538,0.001841,0.000000,0.126882
0.2,sequential_3d_affordance_reasoner,tool_use_reachability,rigidity_or_deformation,6,0.711538,0.080000,0.192308,0.003222,0.000000,0.134028
0.2,sequential_3d_affordance_reasoner,tool_use_reachability,tool_reach_and_contact,0,0.557692,0.057143,0.307692,0.002302,0.000000,0.175872
0.2,sequential_3d_affordance_reasoner,tool_use_reachability,tool_reach_and_contact,1,0.634615,0.050000,0.326923,0.000000,0.000000,0.182950
0.2,sequential_3d_affordance_reasoner,tool_use_reachability,tool_reach_and_contact,2,0.557692,0.107143,0.346154,0.001381,0.000000,0.195788
0.2,sequential_3d_affordance_reasoner,tool_use_reachability,tool_reach_and_contact,3,0.596154,0.114286,0.288462,0.001381,0.000000,0.166127
0.2,sequential_3d_affordance_reasoner,tool_use_reachability,tool_reach_and_contact,4,0.442308,0.088235,0.403846,0.002302,0.000000,0.210947
0.2,sequential_3d_affordance_reasoner,tool_use_reachability,tool_reach_and_contact,5,0.711538,0.088235,0.307692,0.000921,0.000000,0.161899
0.2,sequential_3d_affordance_reasoner,tool_use_reachability,tool_reach_and_contact,6,0.615385,0.031250,0.346154,0.001381,0.000000,0.194495
0.2,sequential_3d_affordance_reasoner,tool_use_reachability,articulation_direction,0,0.673077,0.047619,0.230769,0.001841,0.000000,0.149090
0.2,sequential_3d_affordance_reasoner,tool_use_reachability,articulation_direction,1,0.576923,0.111111,0.230769,0.002302,0.000000,0.148103
0.2,sequential_3d_affordance_reasoner,tool_use_reachability,articulation_direction,2,0.673077,0.034483,0.250000,0.000921,0.000000,0.147535
0.2,sequential_3d_affordance_reasoner,tool_use_reachability,articulation_direction,3,0.750000,0.071429,0.307692,0.001381,0.000000,0.151908
0.2,sequential_3d_affordance_reasoner,tool_use_reachability,articulation_direction,4,0.519231,0.000000,0.250000,0.002302,0.000000,0.161551
0.2,sequential_3d_affordance_reasoner,tool_use_reachability,articulation_direction,5,0.596154,0.035714,0.250000,0.002302,0.000000,0.159748
0.2,sequential_3d_affordance_reasoner,tool_use_reachability,articulation_direction,6,0.750000,0.071429,0.173077,0.000921,0.000000,0.127298
0.2,sequential_3d_affordance_reasoner,tool_use_reachability,clearance_and_collision,0,0.692308,0.120000,0.211538,0.003683,0.000000,0.133178
0.2,sequential_3d_affordance_reasoner,tool_use_reachability,clearance_and_collision,1,0.596154,0.076923,0.173077,0.001841,0.000000,0.151474
0.2,sequential_3d_affordance_reasoner,tool_use_reachability,clearance_and_collision,2,0.750000,0.129032,0.307692,0.001381,0.000000,0.144327
0.2,sequential_3d_affordance_reasoner,tool_use_reachability,clearance_and_collision,3,0.557692,0.068966,0.326923,0.001381,0.000000,0.177169
0.2,sequential_3d_affordance_reasoner,tool_use_reachability,clearance_and_collision,4,0.480769,0.166667,0.192308,0.001841,0.000000,0.146574
0.2,sequential_3d_affordance_reasoner,tool_use_reachability,clearance_and_collision,5,0.730769,0.120000,0.230769,0.001841,0.000000,0.139613
0.2,sequential_3d_affordance_reasoner,tool_use_reachability,clearance_and_collision,6,0.653846,0.000000,0.250000,0.001381,0.000000,0.153553
0.2,sequential_3d_affordance_reasoner,tool_use_reachability,mass_or_inertia,0,0.596154,0.090909,0.134615,0.002762,0.000000,0.133311
0.2,sequential_3d_affordance_reasoner,tool_use_reachability,mass_or_inertia,1,0.596154,0.066667,0.326923,0.001841,0.000000,0.170011
0.2,sequential_3d_affordance_reasoner,tool_use_reachability,mass_or_inertia,2,0.653846,0.034483,0.211538,0.002762,0.000000,0.143305
0.2,sequential_3d_affordance_reasoner,tool_use_reachability,mass_or_inertia,3,0.750000,0.037037,0.153846,0.002302,0.000000,0.124656
0.2,sequential_3d_affordance_reasoner,tool_use_reachability,mass_or_inertia,4,0.557692,0.100000,0.230769,0.002302,0.000000,0.155843
0.2,sequential_3d_affordance_reasoner,tool_use_reachability,mass_or_inertia,5,0.769231,0.043478,0.230769,0.002762,0.000000,0.130564
0.2,sequential_3d_affordance_reasoner,tool_use_reachability,mass_or_inertia,6,0.653846,0.214286,0.230769,0.002302,0.000000,0.140377
0.2,sequential_3d_affordance_reasoner,door_drawer_opening,support_stability,0,0.692308,0.060606,0.250000,0.003986,0.000000,0.152112
0.2,sequential_3d_affordance_reasoner,door_drawer_opening,support_stability,1,0.615385,0.200000,0.250000,0.001329,0.000000,0.135382
0.2,sequential_3d_affordance_reasoner,door_drawer_opening,support_stability,2,0.615385,0.000000,0.307692,0.000886,0.000000,0.158397
0.2,sequential_3d_affordance_reasoner,door_drawer_opening,support_stability,3,0.750000,0.037037,0.230769,0.000886,0.000000,0.137268
0.2,sequential_3d_affordance_reasoner,door_drawer_opening,support_stability,4,0.673077,0.187500,0.288462,0.000886,0.000000,0.150775
0.2,sequential_3d_affordance_reasoner,door_drawer_opening,support_stability,5,0.711538,0.190476,0.230769,0.003543,0.000000,0.129605
0.2,sequential_3d_affordance_reasoner,door_drawer_opening,support_stability,6,0.673077,0.117647,0.326923,0.000886,0.000000,0.157419
0.2,sequential_3d_affordance_reasoner,door_drawer_opening,containment_or_leakage,0,0.615385,0.107143,0.211538,0.002214,0.000000,0.145621
0.2,sequential_3d_affordance_reasoner,door_drawer_opening,containment_or_leakage,1,0.711538,0.076923,0.250000,0.002214,0.000000,0.135775
0.2,sequential_3d_affordance_reasoner,door_drawer_opening,containment_or_leakage,2,0.673077,0.115385,0.250000,0.001329,0.000000,0.146502
0.2,sequential_3d_affordance_reasoner,door_drawer_opening,containment_or_leakage,3,0.634615,0.030303,0.269231,0.003543,0.000000,0.139121
0.2,sequential_3d_affordance_reasoner,door_drawer_opening,containment_or_leakage,4,0.634615,0.107143,0.192308,0.000886,0.000000,0.133375
0.2,sequential_3d_affordance_reasoner,door_drawer_opening,containment_or_leakage,5,0.692308,0.161290,0.230769,0.001772,0.000000,0.128828
0.2,sequential_3d_affordance_reasoner,door_drawer_opening,containment_or_leakage,6,0.750000,0.037037,0.211538,0.001329,0.000000,0.129196
0.2,sequential_3d_affordance_reasoner,door_drawer_opening,rigidity_or_deformation,0,0.615385,0.043478,0.326923,0.001329,0.000000,0.165655
0.2,sequential_3d_affordance_reasoner,door_drawer_opening,rigidity_or_deformation,1,0.615385,0.064516,0.307692,0.000443,0.000000,0.161957
0.2,sequential_3d_affordance_reasoner,door_drawer_opening,rigidity_or_deformation,2,0.615385,0.129032,0.211538,0.001772,0.000000,0.141599
0.2,sequential_3d_affordance_reasoner,door_drawer_opening,rigidity_or_deformation,3,0.692308,0.032258,0.307692,0.001772,0.000000,0.157546
0.2,sequential_3d_affordance_reasoner,door_drawer_opening,rigidity_or_deformation,4,0.692308,0.115385,0.250000,0.003100,0.000000,0.150317
0.2,sequential_3d_affordance_reasoner,door_drawer_opening,rigidity_or_deformation,5,0.673077,0.062500,0.173077,0.001772,0.000000,0.131044
0.2,sequential_3d_affordance_reasoner,door_drawer_opening,rigidity_or_deformation,6,0.596154,0.032258,0.384615,0.001772,0.000000,0.164980
0.2,sequential_3d_affordance_reasoner,door_drawer_opening,tool_reach_and_contact,0,0.673077,0.033333,0.288462,0.000886,0.000000,0.155338
0.2,sequential_3d_affordance_reasoner,door_drawer_opening,tool_reach_and_contact,1,0.653846,0.033333,0.307692,0.001329,0.000000,0.157746
0.2,sequential_3d_affordance_reasoner,door_drawer_opening,tool_reach_and_contact,2,0.576923,0.078947,0.346154,0.001772,0.000000,0.172679
0.2,sequential_3d_affordance_reasoner,door_drawer_opening,tool_reach_and_contact,3,0.596154,0.103448,0.269231,0.001329,0.000000,0.153542
0.2,sequential_3d_affordance_reasoner,door_drawer_opening,tool_reach_and_contact,4,0.673077,0.034483,0.384615,0.002214,0.000000,0.174987
0.2,sequential_3d_affordance_reasoner,door_drawer_opening,tool_reach_and_contact,5,0.673077,0.066667,0.307692,0.001772,0.000000,0.151354
0.2,sequential_3d_affordance_reasoner,door_drawer_opening,tool_reach_and_contact,6,0.576923,0.096774,0.346154,0.003100,0.000000,0.168390
0.2,sequential_3d_affordance_reasoner,door_drawer_opening,articulation_direction,0,0.653846,0.090909,0.461538,0.001329,0.000000,0.199682
0.2,sequential_3d_affordance_reasoner,door_drawer_opening,articulation_direction,1,0.596154,0.133333,0.211538,0.001329,0.000000,0.147120
0.2,sequential_3d_affordance_reasoner,door_drawer_opening,articulation_direction,2,0.673077,0.129032,0.307692,0.002657,0.000000,0.166500
0.2,sequential_3d_affordance_reasoner,door_drawer_opening,articulation_direction,3,0.596154,0.100000,0.269231,0.001772,0.000000,0.155543
0.2,sequential_3d_affordance_reasoner,door_drawer_opening,articulation_direction,4,0.692308,0.050000,0.365385,0.002657,0.000000,0.193259
0.2,sequential_3d_affordance_reasoner,door_drawer_opening,articulation_direction,5,0.653846,0.062500,0.326923,0.002657,0.000000,0.172921
0.2,sequential_3d_affordance_reasoner,door_drawer_opening,articulation_direction,6,0.730769,0.151515,0.346154,0.002214,0.000000,0.168356
0.2,sequential_3d_affordance_reasoner,door_drawer_opening,clearance_and_collision,0,0.769231,0.076923,0.192308,0.002657,0.000000,0.114124
0.2,sequential_3d_affordance_reasoner,door_drawer_opening,clearance_and_collision,1,0.769231,0.000000,0.134615,0.002214,0.000000,0.119657
0.2,sequential_3d_affordance_reasoner,door_drawer_opening,clearance_and_collision,2,0.634615,0.172414,0.250000,0.003100,0.000000,0.153057
0.2,sequential_3d_affordance_reasoner,door_drawer_opening,clearance_and_collision,3,0.750000,0.045455,0.269231,0.002657,0.000000,0.140523
0.2,sequential_3d_affordance_reasoner,door_drawer_opening,clearance_and_collision,4,0.673077,0.037037,0.230769,0.002657,0.000000,0.134854
0.2,sequential_3d_affordance_reasoner,door_drawer_opening,clearance_and_collision,5,0.673077,0.161290,0.173077,0.002657,0.000000,0.118032
0.2,sequential_3d_affordance_reasoner,door_drawer_opening,clearance_and_collision,6,0.615385,0.030303,0.326923,0.003100,0.000000,0.161286
0.2,sequential_3d_affordance_reasoner,door_drawer_opening,mass_or_inertia,0,0.730769,0.115385,0.326923,0.002214,0.000000,0.153588
0.2,sequential_3d_affordance_reasoner,door_drawer_opening,mass_or_inertia,1,0.846154,0.035714,0.269231,0.002657,0.000000,0.131596
0.2,sequential_3d_affordance_reasoner,door_drawer_opening,mass_or_inertia,2,0.788462,0.041667,0.211538,0.003543,0.000000,0.120560
0.2,sequential_3d_affordance_reasoner,door_drawer_opening,mass_or_inertia,3,0.596154,0.000000,0.192308,0.002214,0.000000,0.145210
